Seed, Tile Index, Algorithm,Vertex Count, Triangle Count,Vertex Reduction Rate (%),Triangle Reduction Rate (%), Min Deviation, Max Deviation, Mean Deviation
-1281965224, 124, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.002413392, 9.252106E-05
-1281965224, 125, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0024949908, 9.27371E-05
-1281965224, 126, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0021400321, 6.281999E-05
-1281965224, 127, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0021404803, 8.993461E-05
-1281965224, 128, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0041767946, 0.00012799901
-1281965224, 129, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.003943503, 0.00011836769
-1281965224, 130, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0028636407, 0.000117294396
-1281965224, 131, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0029395223, 9.366674E-05
-1281965224, 132, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.004333794, 9.518232E-05
-1281965224, 133, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.003743887, 8.851765E-05
-1281965224, 134, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.004180849, 0.00015069776
-1281965224, 135, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0023863912, 6.8575275E-05
-1281965224, 136, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0013094568, 2.949165E-05
-1281965224, 137, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.00761586, 0.0001358066
-1281965224, 138, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0013356805, 8.124266E-06
-1281965224, 139, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0022604465, 7.1399016E-05
-1281965224, 140, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0013968945, 4.9444312E-05
-1281965224, 141, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.004337383, 0.00014301797
-1281965224, 142, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0011174083, 4.7577265E-05
-1281965224, 143, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.002227962, 7.33373E-05
-1281965224, 144, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0013957024, 1.8700279E-05
-1281965224, 145, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0010825396, 7.2856255E-06
-1281965224, 146, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0016735196, 7.383423E-05
-1281965224, 147, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0009198189, 2.145566E-05
-1281965224, 148, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0012561083, 6.2103005E-05
-1281965224, 149, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0038522542, 0.00018171206
-1281965224, 150, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0031203628, 0.00013299512
-1281965224, 151, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0008766055, 3.8971433E-05
-1281965224, 152, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.003333211, 0.00012246589
-1281965224, 153, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0015121857, 2.6297226E-05
-1281965224, 154, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.002934042, 0.00015291444
-1281965224, 155, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0027603507, 4.74343E-05
-1281965224, 156, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0023424304, 5.7131943E-05
-1281965224, 157, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 1.7881393E-07, 3.8319964E-08
-1281965224, 158, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0004928708, 1.6419904E-07
-1281965224, 159, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0021208525, 2.2600181E-05
-1281965224, 160, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0014973879, 4.3742682E-05
-1281965224, 161, Terrain Generator, 674880, 1244160, 0.5101597, 0.4982699, 0, 0.0017124339, 5.3949585E-05
-1281965224, 0, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002130866, 1.487477E-05
-1281965224, 1, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.000184834, 2.7829747E-05
-1281965224, 2, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00033837557, 4.248392E-05
-1281965224, 3, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0004771948, 6.892523E-05
-1281965224, 4, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00030088425, 3.065295E-05
-1281965224, 5, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00024545193, 2.2467573E-05
-1281965224, 6, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0005106926, 5.4749726E-05
-1281965224, 7, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0003247261, 2.2773604E-05
-1281965224, 8, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00019800663, 2.7035965E-05
-1281965224, 9, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00019216537, 1.5301906E-05
-1281965224, 10, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00026011467, 3.4132307E-05
-1281965224, 11, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00031393766, 3.6548223E-05
-1281965224, 12, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00027882922, 2.6989723E-05
-1281965224, 13, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0005040765, 6.270729E-05
-1281965224, 14, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0003104806, 4.3872118E-05
-1281965224, 15, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00015842915, 1.942843E-05
-1281965224, 16, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00024271011, 3.6230434E-05
-1281965224, 17, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00018978119, 2.5047844E-05
-1281965224, 18, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00018775463, 8.334044E-06
-1281965224, 19, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002643466, 4.0545663E-05
-1281965224, 20, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00026023388, 2.8618626E-05
-1281965224, 21, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.000284791, 3.066929E-05
-1281965224, 22, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00028532743, 2.5365258E-05
-1281965224, 23, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002425313, 1.4312258E-05
-1281965224, 24, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00046133995, 5.391505E-05
-1281965224, 25, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00032532215, 4.3906883E-05
-1281965224, 26, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002837777, 2.567933E-05
-1281965224, 27, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00017905235, 2.031966E-05
-1281965224, 28, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002694726, 8.425742E-06
-1281965224, 29, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00020253658, 2.851535E-05
-1281965224, 30, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0004607439, 6.394493E-05
-1281965224, 31, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00042694807, 5.3967146E-05
-1281965224, 32, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002916229, 4.214992E-05
-1281965224, 33, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.000408113, 5.46056E-05
